datetime,ICICIBANK-EQ,Nifty 50,cash,commission,total,returns,equity_curve,drawdown
2017-06-20 12:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
